id,date,state,statename,deaths,hospitalizedCurrently,positive,totalTestResults,,,,,,,State Name,Abbrev
805,20200828,MA,Massachusetts,9023,12334,127584,2290752,,,,,,,,
806,20200828,MD,Maryland,3736,14184,106664,1291270,,,,,,,,
807,20200828,ME,Maine,132,417,4436,251173,,,,,,,,
808,20200828,MI,Michigan,6712,0,111136,2683874,,,,,,,,
809,20200828,MN,Minnesota,1859,6357,73240,1101710,,,,,,,,
810,20200828,MO,Missouri,1464,0,80992,954633,,,,,,,,
811,20200828,MP,Northern Marianas,2,4,54,13540,,,,,,,,
812,20200828,MS,Mississippi,2413,5279,81294,562882,,,,,,,,
813,20200828,MT,Montana,100,417,7063,242875,,,,,,,,
814,20200828,NC,North Carolina,2652,0,162491,2182891,,,,,,,,
815,20200828,ND,North Dakota,118,550,11102,443180,,,,,,,,
816,20200828,NE,Nebraska,391,1968,33101,352419,,,,,,,,
817,20200828,NH,New Hampshire,432,713,7216,206157,,,,,,,,
818,20200828,NJ,New Jersey,15933,22586,190971,2749194,,,,,,,,
819,20200828,NM,New Mexico,764,3091,24920,740366,,,,,,,,
820,20200828,NV,Nevada,1287,0,67852,588551,,,,,,,,
821,20200828,NY,New York,25312,89995,432767,8002897,,,,,,,,
822,20200828,OH,Ohio,4105,13221,120124,2141055,,,,,,,,
823,20200828,OK,Oklahoma,786,4719,56260,855780,,,,,,,,
824,20200828,OR,Oregon,447,2108,26054,543867,,,,,,,,
825,20200828,PA,Pennsylvania,7655,0,131991,1620826,,,,,,,,
826,20200828,PR,Puerto Rico,424,0,31988,337960,,,,,,,,
827,20200828,RI,Rhode Island,1046,2496,21683,504904,,,,,,,,
828,20200828,SC,South Carolina,2655,7598,115951,926509,,,,,,,,
829,20200828,SD,South Dakota,165,995,12517,142940,,,,,,,,
830,20200828,TN,Tennessee,1701,6751,150815,2155504,,,,,,,,
831,20200828,TX,Texas,12266,0,601768,4842362,,,,,,,,
832,20200828,UT,Utah,407,3041,50948,647745,,,,,,,,
833,20200828,VA,Virginia,2550,15967,117592,1544436,,,,,,,,
834,20200828,VI,Virgin Islands,14,0,1075,15379,,,,,,,,
835,20200828,VT,Vermont,58,0,1589,126755,,,,,,,,
836,20200828,WA,Washington,1890,6674,72703,1408164,,,,,,,,
837,20200828,WI,Wisconsin,1121,5736,78868,1235675,,,,,,,,
838,20200828,WV,West Virginia,202,0,9824,419581,,,,,,,,
839,20200828,WY,Wyoming,37,215,3763,75236,,,,,,,,
840,20200827,AK,Alaska,37,0,5801,336220,,,,,,,,
841,20200827,AL,Alabama,2076,14005,121023,956809,,,,,,,,
842,20200827,AR,Arkansas,739,4104,58745,690028,,,,,,,,
843,20200827,AS,American Samoa,0,0,0,1514,,,,,,,,
844,20200827,AZ,Arizona,4929,21426,200139,1174928,,,,,,,,
845,20200827,CA,California,12550,0,683529,10918415,,,,,,,,
846,20200827,CO,Colorado,1835,6902,55993,962754,,,,,,,,
847,20200827,CT,Connecticut,4465,11180,52350,1113496,,,,,,,,
848,20200827,DC,District of Columbia,605,0,13794,276704,,,,,,,,
849,20200827,DE,Delaware,604,0,16976,228059,,,,,,,,
850,20200827,FL,Florida,11011,38163,611991,4517364,,,,,,,,
851,20200827,GA,Georgia,5393,24127,263074,2268837,,,,,,,,
852,20200827,GU,#N/A,10,0,1232,36356,,,,,,,,
853,20200827,HI,Hawaii,51,444,7260,185675,,,,,,,,
854,20200827,IA,Iowa,1083,0,59786,601643,,,,,,,,
855,20200827,ID,Idaho,337,1304,30780,246671,,,,,,,,
856,20200827,IL,Illinois,8186,0,228751,3877339,,,,,,,,
857,20200827,IN,Indiana,3266,10747,90504,1034746,,,,,,,,
858,20200827,KS,Kansas,437,2226,39937,395097,,,,,,,,
859,20200827,KY,Kentucky,910,4501,45978,792885,,,,,,,,
860,20200827,LA,Louisiana,4874,0,146338,1818904,,,,,,,,
861,20200827,MA,Massachusetts,9007,12318,127124,2246626,,,,,,,,
862,20200827,MD,Maryland,3722,14141,106063,1275082,,,,,,,,
863,20200827,ME,Maine,132,415,4414,245927,,,,,,,,
864,20200827,MI,Michigan,6706,0,110343,2650831,,,,,,,,
865,20200827,MN,Minnesota,1855,6326,72390,1093490,,,,,,,,
866,20200827,MO,Missouri,1450,0,79574,943023,,,,,,,,
867,20200827,MP,Northern Marianas,2,4,54,13540,,,,,,,,
868,20200827,MS,Mississippi,2399,5267,80695,556638,,,,,,,,
869,20200827,MT,Montana,98,412,6929,240659,,,,,,,,
870,20200827,NC,North Carolina,2630,0,161076,2152725,,,,,,,,
871,20200827,ND,North Dakota,118,534,10790,435666,,,,,,,,
872,20200827,NE,Nebraska,386,1954,32727,348575,,,,,,,,
873,20200827,NH,New Hampshire,431,713,7194,204017,,,,,,,,
874,20200827,NJ,New Jersey,15924,22560,190613,2748836,,,,,,,,
875,20200827,NM,New Mexico,755,3074,24732,734220,,,,,,,,
876,20200827,NV,Nevada,1271,0,67220,584232,,,,,,,,
877,20200827,NY,New York,25309,89995,432131,7905071,,,,,,,,
878,20200827,OH,Ohio,4076,13150,118828,2116289,,,,,,,,
879,20200827,OK,Oklahoma,778,4673,55550,845849,,,,,,,,
880,20200827,OR,Oregon,438,2093,25761,538716,,,,,,,,
881,20200827,PA,Pennsylvania,7635,0,131156,1602921,,,,,,,,
882,20200827,PR,Puerto Rico,412,0,31383,337355,,,,,,,,
883,20200827,RI,Rhode Island,1044,2485,21589,495575,,,,,,,,
884,20200827,SC,South Carolina,2628,7598,114598,918019,,,,,,,,
885,20200827,SD,South Dakota,162,983,12194,141283,,,,,,,,
886,20200827,TN,Tennessee,1673,6677,149179,2128229,,,,,,,,
887,20200827,TX,Texas,12070,0,597737,4793914,,,,,,,,
888,20200827,UT,Utah,403,3015,50557,642761,,,,,,,,
889,20200827,VA,Virginia,2515,15938,115458,1507542,,,,,,,,
890,20200827,VI,Virgin Islands,14,0,1052,15196,,,,,,,,
891,20200827,VT,Vermont,58,0,1586,124831,,,,,,,,
892,20200827,WA,Washington,1880,6640,72161,1391309,,,,,,,,
893,20200827,WI,Wisconsin,1119,5684,78004,1226498,,,,,,,,
894,20200827,WV,West Virginia,199,0,9633,413809,,,,,,,,
895,20200827,WY,Wyoming,37,215,3722,74532,,,,,,,,
896,20200826,AK,Alaska,37,0,5719,334804,,,,,,,,
897,20200826,AL,Alabama,2045,14005,119254,943685,,,,,,,,
898,20200826,AR,Arkansas,732,4061,58023,683273,,,,,,,,
899,20200826,AS,American Samoa,0,0,0,1514,,,,,,,,
900,20200826,AZ,Arizona,4896,21376,199459,1166910,,,,,,,,
901,20200826,CA,California,12407,0,679099,10832757,,,,,,,,
902,20200826,CO,Colorado,1826,6894,55800,955641,,,,,,,,
903,20200826,CT,Connecticut,4463,11087,52220,1098035,,,,,,,,
904,20200826,DC,District of Columbia,605,0,13722,273748,,,,,,,,
905,20200826,DE,Delaware,604,0,16986,227095,,,,,,,,
906,20200826,FL,Florida,10872,37847,608722,4492818,,,,,,,,
907,20200826,GA,Georgia,5311,23939,260590,2248901,,,,,,,,
908,20200826,GU,#N/A,9,0,1120,35354,,,,,,,,
909,20200826,HI,Hawaii,49,419,6984,183157,,,,,,,,
910,20200826,IA,Iowa,1067,0,58235,593808,,,,,,,,
911,20200826,ID,Idaho,326,1285,30475,244862,,,,,,,,
912,20200826,IL,Illinois,8163,0,227044,3832829,,,,,,,,
913,20200826,IN,Indiana,3259,10605,89359,1022537,,,,,,,,
914,20200826,KS,Kansas,437,2226,39937,395097,,,,,,,,
915,20200826,KY,Kentucky,902,4446,45230,783389,,,,,,,,
916,20200826,LA,Louisiana,4851,0,145661,1808868,,,,,,,,
917,20200826,MA,Massachusetts,8987,12299,126756,2194342,,,,,,,,
918,20200826,MD,Maryland,3717,14090,105486,1263171,,,,,,,,
919,20200826,ME,Maine,132,412,4389,241996,,,,,,,,
920,20200826,MI,Michigan,6690,0,109480,2620352,,,,,,,,
921,20200826,MN,Minnesota,1842,6274,71236,1079047,,,,,,,,
922,20200826,MO,Missouri,1449,0,78062,932140,,,,,,,,
923,20200826,MP,Northern Marianas,2,4,54,12921,,,,,,,,
924,20200826,MS,Mississippi,2373,5234,80110,551790,,,,,,,,
925,20200826,MT,Montana,98,402,6785,238260,,,,,,,,
926,20200826,NC,North Carolina,2606,0,158985,2121001,,,,,,,,
927,20200826,ND,North Dakota,117,525,10457,429052,,,,,,,,
928,20200826,NE,Nebraska,383,1946,32348,344760,,,,,,,,
929,20200826,NH,New Hampshire,430,713,7159,201835,,,,,,,,
930,20200826,NJ,New Jersey,15917,22509,190306,2721584,,,,,,,,
931,20200826,NM,New Mexico,750,3050,24535,728627,,,,,,,,
932,20200826,NV,Nevada,1250,0,66666,581155,,,,,,,,
933,20200826,NY,New York,25305,89995,431340,7821634,,,,,,,,
934,20200826,OH,Ohio,4044,13043,117584,2047906,,,,,,,,
935,20200826,OK,Oklahoma,763,4609,54838,837384,,,,,,,,
936,20200826,OR,Oregon,433,2063,25571,532738,,,,,,,,
937,20200826,PA,Pennsylvania,7624,0,130536,1588178,,,,,,,,
938,20200826,PR,Puerto Rico,404,0,30744,336716,,,,,,,,
939,20200826,RI,Rhode Island,1041,2478,21454,485026,,,,,,,,
940,20200826,SC,South Carolina,2573,7598,114093,910079,,,,,,,,
941,20200826,SD,South Dakota,162,981,11851,138045,,,,,,,,
942,20200826,TN,Tennessee,1648,6603,147353,2102121,,,,,,,,
943,20200826,TX,Texas,11805,0,592137,4764640,,,,,,,,
944,20200826,UT,Utah,401,2996,50174,637329,,,,,,,,
945,20200826,VA,Virginia,2515,15852,115458,1507542,,,,,,,,
946,20200826,VI,Virgin Islands,14,0,1030,14965,,,,,,,,
947,20200826,VT,Vermont,58,0,1577,122841,,,,,,,,
948,20200826,WA,Washington,1876,6595,71705,1380104,,,,,,,,
949,20200826,WI,Wisconsin,1108,5651,77092,1215673,,,,,,,,
950,20200826,WV,West Virginia,190,0,9540,409605,,,,,,,,
951,20200826,WY,Wyoming,37,213,3684,70578,,,,,,,,
952,20200825,AK,Alaska,36,0,5666,333831,,,,,,,,
953,20200825,AL,Alabama,2037,13793,117242,927277,,,,,,,,
954,20200825,AR,Arkansas,711,4013,57374,674184,,,,,,,,
955,20200825,AS,American Samoa,0,0,0,1514,,,,,,,,
956,20200825,AZ,Arizona,4792,21365,199273,1162204,,,,,,,,
957,20200825,CA,California,12257,0,673095,10762506,,,,,,,,
958,20200825,CO,Colorado,1824,6845,55341,947645,,,,,,,,
959,20200825,CT,Connecticut,4463,11087,52040,1082706,,,,,,,,
960,20200825,DC,District of Columbia,604,0,13684,271622,,,,,,,,
961,20200825,DE,Delaware,603,0,16962,225328,,,,,,,,
962,20200825,FL,Florida,10717,37477,605502,4466524,,,,,,,,
963,20200825,GA,Georgia,5262,23717,258354,2230850,,,,,,,,
964,20200825,GU,#N/A,7,0,984,34402,,,,,,,,
965,20200825,HI,Hawaii,49,419,6984,180850,,,,,,,,
966,20200825,IA,Iowa,1052,0,57294,587743,,,,,,,,
967,20200825,ID,Idaho,314,1269,30070,240095,,,,,,,,
968,20200825,IL,Illinois,8126,0,224887,3782467,,,,,,,,
969,20200825,IN,Indiana,3241,10417,88421,1010981,,,,,,,,
970,20200825,KS,Kansas,426,2183,38401,386957,,,,,,,,
971,20200825,KY,Kentucky,895,4446,44568,775468,,,,,,,,
972,20200825,LA,Louisiana,4797,0,144116,1794062,,,,,,,,
973,20200825,MA,Massachusetts,8960,12279,126420,2157864,,,,,,,,
974,20200825,MD,Maryland,3707,14051,105046,1255565,,,,,,,,
975,20200825,ME,Maine,131,410,4368,237374,,,,,,,,
976,20200825,MI,Michigan,6684,0,108637,2579175,,,,,,,,
977,20200825,MN,Minnesota,1825,6238,70707,1072526,,,,,,,,
978,20200825,MO,Missouri,1440,0,76636,924078,,,,,,,,
979,20200825,MP,Northern Marianas,2,4,54,12921,,,,,,,,
980,20200825,MS,Mississippi,2315,5208,79206,547261,,,,,,,,
981,20200825,MT,Montana,97,394,6624,236507,,,,,,,,
982,20200825,NC,North Carolina,2570,0,157741,2102359,,,,,,,,
983,20200825,ND,North Dakota,115,519,10223,424792,,,,,,,,
984,20200825,NE,Nebraska,383,1930,32047,340481,,,,,,,,
985,20200825,NH,New Hampshire,429,713,7150,199871,,,,,,,,
986,20200825,NJ,New Jersey,15907,22468,190021,2697895,,,,,,,,
987,20200825,NM,New Mexico,747,3041,24469,723801,,,,,,,,
988,20200825,NV,Nevada,1230,0,66413,579282,,,,,,,,
989,20200825,NY,New York,25297,89995,430774,7750445,,,,,,,,
990,20200825,OH,Ohio,3996,12956,116495,2027874,,,,,,,,
991,20200825,OK,Oklahoma,744,4527,54172,830831,,,,,,,,
992,20200825,OR,Oregon,428,2038,25391,528009,,,,,,,,
993,20200825,PA,Pennsylvania,7605,0,130035,1575205,,,,,,,,
994,20200825,PR,Puerto Rico,395,0,30720,336692,,,,,,,,
995,20200825,RI,Rhode Island,1039,2474,21372,479383,,,,,,,,
996,20200825,SC,South Carolina,2529,7598,113488,906107,,,,,,,,
997,20200825,SD,South Dakota,161,974,11559,137733,,,,,,,,
998,20200825,TN,Tennessee,1628,6515,145417,2074612,,,,,,,,
999,20200825,TX,Texas,11576,0,586730,4724559,,,,,,,,
1000,20200825,UT,Utah,397,2969,49767,630599,,,,,,,,
1001,20200825,VA,Virginia,2494,15755,114635,1499970,,,,,,,,
1002,20200825,VI,Virgin Islands,12,0,998,14611,,,,,,,,
1003,20200825,VT,Vermont,58,0,1572,122078,,,,,,,,
1004,20200825,WA,Washington,1867,6542,71681,1380050,,,,,,,,
1005,20200825,WI,Wisconsin,1102,5610,76306,1205277,,,,,,,,
1006,20200825,WV,West Virginia,187,0,9395,403570,,,,,,,,
1007,20200825,WY,Wyoming,37,213,3634,70528,,,,,,,,
1008,20200824,AK,Alaska,32,0,5628,330503,,,,,,,,
1009,20200824,AL,Alabama,2024,13793,116710,923319,,,,,,,,
1010,20200824,AR,Arkansas,696,3962,56894,673704,,,,,,,,
1011,20200824,AS,American Samoa,0,0,0,1514,,,,,,,,
1012,20200824,AZ,Arizona,4771,21219,198414,1157222,,,,,,,,
1013,20200824,CA,California,12152,0,668615,10652487,,,,,,,,
1014,20200824,CO,Colorado,1815,6841,55143,938596,,,,,,,,
1015,20200824,CT,Connecticut,4460,11087,52011,1077716,,,,,,,,
1016,20200824,DC,District of Columbia,604,0,13639,269401,,,,,,,,
1017,20200824,DE,Delaware,604,0,16942,223501,,,,,,,,
1018,20200824,FL,Florida,10534,37032,602829,4447156,,,,,,,,
1019,20200824,GA,Georgia,5156,23425,256253,2205181,,,,,,,,
1020,20200824,GU,#N/A,7,0,907,33471,,,,,,,,
1021,20200824,HI,Hawaii,47,396,6600,178824,,,,,,,,
1022,20200824,IA,Iowa,1044,0,56633,584098,,,,,,,,
1023,20200824,ID,Idaho,307,1256,29853,238585,,,,,,,,
1024,20200824,IL,Illinois,8097,0,223207,3741608,,,,,,,,
1025,20200824,IN,Indiana,3225,10343,87592,1002038,,,,,,,,
1026,20200824,KS,Kansas,426,2183,38401,386957,,,,,,,,
1027,20200824,KY,Kentucky,885,4399,43899,767464,,,,,,,,
1028,20200824,LA,Louisiana,4764,0,143566,1772481,,,,,,,,
1029,20200824,MA,Massachusetts,8948,12268,126022,2122991,,,,,,,,
1030,20200824,MD,Maryland,3694,14007,104669,1247593,,,,,,,,
1031,20200824,ME,Maine,131,409,4356,234856,,,,,,,,
1032,20200824,MI,Michigan,6663,0,107686,2554894,,,,,,,,
1033,20200824,MN,Minnesota,1817,6195,70298,1067810,,,,,,,,
1034,20200824,MO,Missouri,1426,0,75944,919712,,,,,,,,
1035,20200824,MP,Northern Marianas,2,4,54,12921,,,,,,,,
1036,20200824,MS,Mississippi,2248,5179,78405,542662,,,,,,,,
1037,20200824,MT,Montana,91,383,6489,233673,,,,,,,,
1038,20200824,NC,North Carolina,2535,0,156396,2087695,,,,,,,,
1039,20200824,ND,North Dakota,112,505,9989,421705,,,,,,,,
1040,20200824,NE,Nebraska,378,1910,31889,339600,,,,,,,,
1041,20200824,NH,New Hampshire,429,712,7134,198229,,,,,,,,
1042,20200824,NJ,New Jersey,15903,22452,189719,2676812,,,,,,,,
1043,20200824,NM,New Mexico,745,3031,24396,719300,,,,,,,,
1044,20200824,NV,Nevada,1200,0,66010,576677,,,,,,,,
1045,20200824,NY,New York,25295,89995,430145,7683190,,,,,,,,
1046,20200824,OH,Ohio,3986,12859,115651,2004200,,,,,,,,
1047,20200824,OK,Oklahoma,730,4431,53522,812857,,,,,,,,
1048,20200824,OR,Oregon,420,2028,25155,523337,,,,,,,,
1049,20200824,PA,Pennsylvania,7579,0,129474,1562838,,,,,,,,
1050,20200824,PR,Puerto Rico,390,0,30618,336590,,,,,,,,
1051,20200824,RI,Rhode Island,1035,2460,21302,473670,,,,,,,,
1052,20200824,SC,South Carolina,2511,7439,112551,896477,,,,,,,,
1053,20200824,SD,South Dakota,161,965,11425,137463,,,,,,,,
1054,20200824,TN,Tennessee,1588,6421,144604,2059354,,,,,,,,
1055,20200824,TX,Texas,11395,0,580384,4670875,,,,,,,,
1056,20200824,UT,Utah,390,2941,49364,626354,,,,,,,,
1057,20200824,VA,Virginia,2471,15609,113630,1483980,,,,,,,,
1058,20200824,VI,Virgin Islands,11,0,984,14442,,,,,,,,
1059,20200824,VT,Vermont,58,0,1566,121390,,,,,,,,
1060,20200824,WA,Washington,1863,6530,71681,1380050,,,,,,,,
1061,20200824,WI,Wisconsin,1089,5573,75619,1195241,,,,,,,,
1062,20200824,WV,West Virginia,179,0,9312,398654,,,,,,,,
1063,20200824,WY,Wyoming,37,211,3603,66022,,,,,,,,
1064,20200823,AK,Alaska,32,0,5558,327440,,,,,,,,
1065,20200823,AL,Alabama,2013,13502,115060,921669,,,,,,,,
1066,20200823,AR,Arkansas,687,3920,56574,665700,,,,,,,,
1067,20200823,AS,American Samoa,0,0,0,1514,,,,,,,,
1068,20200823,AZ,Arizona,4771,21241,198103,1150869,,,,,,,,
1069,20200823,CA,California,12134,0,663669,10541031,,,,,,,,
1070,20200823,CO,Colorado,1815,6831,54883,930152,,,,,,,,
1071,20200823,CT,Connecticut,4460,11087,51519,1022370,,,,,,,,
1072,20200823,DC,District of Columbia,604,0,13590,266046,,,,,,,,
1073,20200823,DE,Delaware,600,0,16895,221845,,,,,,,,
1074,20200823,FL,Florida,10462,36903,600571,4428633,,,,,,,,
1075,20200823,GA,Georgia,5132,23369,253949,2171884,,,,,,,,
1076,20200823,GU,#N/A,7,0,820,32591,,,,,,,,
1077,20200823,HI,Hawaii,47,377,6356,176184,,,,,,,,
1078,20200823,IA,Iowa,1036,0,56275,581976,,,,,,,,
1079,20200823,ID,Idaho,306,1246,29662,237280,,,,,,,,
1080,20200823,IL,Illinois,8089,0,221595,3705453,,,,,,,,
1081,20200823,IN,Indiana,3220,10281,85932,977802,,,,,,,,
1082,20200823,KS,Kansas,419,2159,36856,366315,,,,,,,,
1083,20200823,KY,Kentucky,881,4362,43529,749731,,,,,,,,
1084,20200823,LA,Louisiana,4746,0,142943,1763838,,,,,,,,
1085,20200823,MA,Massachusetts,8921,12256,125360,2064529,,,,,,,,
1086,20200823,MD,Maryland,3691,13956,104102,1232896,,,,,,,,
1087,20200823,ME,Maine,131,408,4335,231701,,,,,,,,
1088,20200823,MI,Michigan,6659,0,106808,2533472,,,,,,,,
1089,20200823,MN,Minnesota,1813,6151,69584,1060320,,,,,,,,
1090,20200823,MO,Missouri,1426,0,75075,914833,,,,,,,,
1091,20200823,MP,Northern Marianas,2,4,54,12921,,,,,,,,
1092,20200823,MS,Mississippi,2240,5149,77894,534248,,,,,,,,
1093,20200823,MT,Montana,90,379,6429,210749,,,,,,,,
1094,20200823,NC,North Carolina,2531,0,155113,2078472,,,,,,,,
1095,20200823,ND,North Dakota,112,501,9863,419309,,,,,,,,
1096,20200823,NE,Nebraska,376,1907,31780,338361,,,,,,,,
1097,20200823,NH,New Hampshire,429,711,7107,196064,,,,,,,,
1098,20200823,NJ,New Jersey,15900,22448,189494,2648998,,,,,,,,
1099,20200823,NM,New Mexico,743,3030,24302,705162,,,,,,,,
1100,20200823,NV,Nevada,1197,0,65601,574229,,,,,,,,
1101,20200823,NY,New York,25288,89995,429737,7621159,,,,,,,,
1102,20200823,OH,Ohio,3978,12800,114802,1983889,,,,,,,,
1103,20200823,OK,Oklahoma,726,4422,53165,812500,,,,,,,,
1104,20200823,OR,Oregon,417,1984,24937,519820,,,,,,,,
1105,20200823,PA,Pennsylvania,7578,0,129048,1553020,,,,,,,,
1106,20200823,PR,Puerto Rico,390,0,29896,335868,,,,,,,,
1107,20200823,RI,Rhode Island,1035,2460,21263,470162,,,,,,,,
1108,20200823,SC,South Carolina,2504,7439,111988,892336,,,,,,,,
1109,20200823,SD,South Dakota,161,959,11276,136760,,,,,,,,
1110,20200823,TN,Tennessee,1567,6378,143937,2045193,,,,,,,,
1111,20200823,TX,Texas,11370,0,577537,4668028,,,,,,,,
1112,20200823,UT,Utah,385,2926,49115,624836,,,,,,,,
1113,20200823,VA,Virginia,2467,15598,112966,1470887,,,,,,,,
1114,20200823,VI,Virgin Islands,10,0,960,14318,,,,,,,,
1115,20200823,VT,Vermont,58,0,1557,120043,,,,,,,,
1116,20200823,WA,Washington,1857,6500,71659,1379036,,,,,,,,
1117,20200823,WI,Wisconsin,1089,5558,75205,1190354,,,,,,,,
1118,20200823,WV,West Virginia,178,0,9272,396193,,,,,,,,
1119,20200823,WY,Wyoming,37,207,3579,64892,,,,,,,,
1120,20200822,AK,Alaska,31,0,5494,326287,,,,,,,,
1121,20200822,AL,Alabama,2011,13502,114532,916282,,,,,,,,
1122,20200822,AR,Arkansas,674,3908,56199,659138,,,,,,,,
1123,20200822,AS,American Samoa,0,0,0,1514,,,,,,,,
1124,20200822,AZ,Arizona,4756,21271,197895,1144134,,,,,,,,
1125,20200822,CA,California,11988,0,656892,10436352,,,,,,,,
1126,20200822,CO,Colorado,1815,6808,54586,918926,,,,,,,,
1127,20200822,CT,Connecticut,4460,11087,51519,1022370,,,,,,,,
1128,20200822,DC,District of Columbia,604,0,13534,262440,,,,,,,,
1129,20200822,DE,Delaware,600,0,16828,219876,,,,,,,,
1130,20200822,FL,Florida,10411,36764,597597,4401847,,,,,,,,
1131,20200822,GA,Georgia,5092,23325,252222,2149170,,,,,,,,
1132,20200822,GU,#N/A,7,0,767,31516,,,,,,,,
1133,20200822,HI,Hawaii,46,337,6072,173550,,,,,,,,
1134,20200822,IA,Iowa,1031,0,55735,578355,,,,,,,,
1135,20200822,ID,Idaho,304,1233,29369,235853,,,,,,,,
1136,20200822,IL,Illinois,8083,0,219702,3651102,,,,,,,,
1137,20200822,IN,Indiana,3218,10219,85317,969646,,,,,,,,
1138,20200822,KS,Kansas,419,2159,36856,366315,,,,,,,,
1139,20200822,KY,Kentucky,864,4362,42265,748467,,,,,,,,
1140,20200822,LA,Louisiana,4687,0,141720,1738807,,,,,,,,
1141,20200822,MA,Massachusetts,8921,12256,125360,2064529,,,,,,,,
1142,20200822,MD,Maryland,3685,13864,103523,1220441,,,,,,,,
1143,20200822,ME,Maine,130,407,4317,227751,,,,,,,,
1144,20200822,MI,Michigan,6655,0,106044,2459039,,,,,,,,
1145,20200822,MN,Minnesota,1807,6113,68867,1051256,,,,,,,,
1146,20200822,MO,Missouri,1425,0,74257,904694,,,,,,,,
1147,20200822,MP,Northern Marianas,2,4,54,12921,,,,,,,,
1148,20200822,MS,Mississippi,2237,5149,77268,533622,,,,,,,,
1149,20200822,MT,Montana,90,378,6376,209716,,,,,,,,
1150,20200822,NC,North Carolina,2521,0,153641,2052118,,,,,,,,
1151,20200822,ND,North Dakota,112,499,9724,414907,,,,,,,,
1152,20200822,NE,Nebraska,376,1891,31626,336582,,,,,,,,
1153,20200822,NH,New Hampshire,429,710,7092,194675,,,,,,,,
1154,20200822,NJ,New Jersey,15897,22445,189236,2648740,,,,,,,,
1155,20200822,NM,New Mexico,739,3018,24095,704955,,,,,,,,
1156,20200822,NV,Nevada,1197,0,65069,570126,,,,,,,,
1157,20200822,NY,New York,25282,89995,429165,7547116,,,,,,,,
1158,20200822,OH,Ohio,3975,12778,114165,1960628,,,,,,,,
1159,20200822,OK,Oklahoma,725,4368,52599,811934,,,,,,,,
1160,20200822,OR,Oregon,417,1984,24710,516464,,,,,,,,
1161,20200822,PA,Pennsylvania,7576,0,128429,1540553,,,,,,,,
1162,20200822,PR,Puerto Rico,381,0,29577,335549,,,,,,,,
1163,20200822,RI,Rhode Island,1035,2455,21175,464672,,,,,,,,
1164,20200822,SC,South Carolina,2493,7439,111295,912132,,,,,,,,
1165,20200822,SD,South Dakota,160,951,11135,135630,,,,,,,,
1166,20200822,TN,Tennessee,1563,6328,142083,2007760,,,,,,,,
1167,20200822,TX,Texas,11266,0,573139,4640860,,,,,,,,
1168,20200822,UT,Utah,385,2899,48814,622363,,,,,,,,
1169,20200822,VA,Virginia,2443,15507,112072,1458475,,,,,,,,
1170,20200822,VI,Virgin Islands,10,0,960,14318,,,,,,,,
1171,20200822,VT,Vermont,58,0,1553,118604,,,,,,,,
1172,20200822,WA,Washington,1850,6469,71598,1376533,,,,,,,,
1173,20200822,WI,Wisconsin,1089,5545,74726,1185514,,,,,,,,
1174,20200822,WV,West Virginia,176,0,9185,391858,,,,,,,,
1175,20200822,WY,Wyoming,37,203,3543,64856,,,,,,,,
1176,20200821,AK,Alaska,30,0,5403,321535,,,,,,,,
1177,20200821,AL,Alabama,1990,13330,112770,897100,,,,,,,,
1178,20200821,AR,Arkansas,663,3856,55652,658591,,,,,,,,
1179,20200821,AS,American Samoa,0,0,0,1514,,,,,,,,
1180,20200821,AZ,Arizona,4688,21210,196899,1127988,,,,,,,,
1181,20200821,CA,California,11821,0,650336,10329372,,,,,,,,
1182,20200821,CO,Colorado,1815,6797,54230,906693,,,,,,,,
1183,20200821,CT,Connecticut,4460,11087,51519,1022370,,,,,,,,
1184,20200821,DC,District of Columbia,602,0,13469,259058,,,,,,,,
1185,20200821,DE,Delaware,600,0,16770,218008,,,,,,,,
1186,20200821,FL,Florida,10304,36425,593286,4367212,,,,,,,,
1187,20200821,GA,Georgia,4998,23125,249630,2120102,,,,,,,,
1188,20200821,GU,#N/A,7,0,767,31516,,,,,,,,
1189,20200821,HI,Hawaii,45,317,5844,168672,,,,,,,,
1190,20200821,IA,Iowa,1021,0,55006,573139,,,,,,,,
1191,20200821,ID,Idaho,298,1226,29120,233780,,,,,,,,
1192,20200821,IL,Illinois,8066,0,217346,3594336,,,,,,,,
1193,20200821,IN,Indiana,3208,10132,84317,958432,,,,,,,,
1194,20200821,KS,Kansas,419,2159,36856,366315,,,,,,,,
1195,20200821,KY,Kentucky,864,4362,42265,748467,,,,,,,,
1196,20200821,LA,Louisiana,4687,0,141720,1738807,,,,,,,,
1197,20200821,MA,Massachusetts,8901,12245,125216,2050871,,,,,,,,
1198,20200821,MD,Maryland,3674,13823,102899,1204267,,,,,,,,
1199,20200821,ME,Maine,129,407,4285,223865,,,,,,,,
1200,20200821,MI,Michigan,6634,0,104618,2425702,,,,,,,,
1201,20200821,MN,Minnesota,1799,6064,68133,1041537,,,,,,,,
1202,20200821,MO,Missouri,1419,0,72964,896106,,,,,,,,
1203,20200821,MP,Northern Marianas,2,4,54,12921,,,,,,,,
1204,20200821,MS,Mississippi,2214,5127,76323,529802,,,,,,,,
1205,20200821,MT,Montana,89,363,6216,208627,,,,,,,,
1206,20200821,NC,North Carolina,2494,0,151912,2030885,,,,,,,,
1207,20200821,ND,North Dakota,112,491,9468,408284,,,,,,,,
1208,20200821,NE,Nebraska,373,1877,31348,333767,,,,,,,,
