id,date,state,statename,deaths,hospitalizedCurrently,positive,totalTestResults,,,,,,,State Name,Abbrev
395,20200904,AS,American Samoa,0,0,0,1514,,,,,,,,
396,20200904,AZ,Arizona,5171,21498,204681,1236928,,,,,,,,
397,20200904,CA,California,13490,0,722283,11796970,,,,,,,,
398,20200904,CO,Colorado,1861,7104,58287,1029791,,,,,,,,
399,20200904,CT,Connecticut,4468,11275,53365,1237658,,,,,,,,
400,20200904,DC,District of Columbia,611,0,14186,303351,,,,,,,,
401,20200904,DE,Delaware,606,0,17752,246642,,,,,,,,
402,20200904,FL,Florida,11903,40127,640211,4740007,,,,,,,,
403,20200904,GA,Georgia,5931,25402,279354,2432125,,,,,,,,
404,20200904,GU,#N/A,14,0,1619,40112,,,,,,,,
405,20200904,HI,Hawaii,79,573,9202,213722,,,,,,,,
406,20200904,IA,Iowa,1141,0,66614,642335,,,,,,,,
407,20200904,ID,Idaho,372,1442,32927,263727,,,,,,,,
408,20200904,IL,Illinois,8362,0,247299,4311869,,,,,,,,
409,20200904,IN,Indiana,3350,11265,97884,1117427,,,,,,,,
410,20200904,KS,Kansas,481,2415,45220,427205,,,,,,,,
411,20200904,KY,Kentucky,987,4699,51677,852440,,,,,,,,
412,20200904,LA,Louisiana,5035,0,152369,1932644,,,,,,,,
413,20200904,MA,Massachusetts,9100,12335,121758,2600312,,,,,,,,
414,20200904,MD,Maryland,3789,14473,110831,1371465,,,,,,,,
415,20200904,ME,Maine,134,423,4632,286603,,,,,,,,
416,20200904,MI,Michigan,6798,0,116295,2877981,,,,,,,,
417,20200904,MN,Minnesota,1899,6635,78966,1168307,,,,,,,,
418,20200904,MO,Missouri,1562,0,90215,1021730,,,,,,,,
419,20200904,MP,Northern Marianas,2,4,57,13541,,,,,,,,
420,20200904,MS,Mississippi,2558,5326,85939,587404,,,,,,,,
421,20200904,MT,Montana,114,474,8019,259988,,,,,,,,
422,20200904,NC,North Carolina,2839,0,174254,2389096,,,,,,,,
423,20200904,ND,North Dakota,125,590,12971,476793,,,,,,,,
424,20200904,NE,Nebraska,404,2033,35469,373592,,,,,,,,
425,20200904,NH,New Hampshire,432,716,7368,217263,,,,,,,,
426,20200904,NJ,New Jersey,15978,22770,193422,2964722,,,,,,,,
427,20200904,NM,New Mexico,791,3169,25812,776796,,,,,,,,
428,20200904,NV,Nevada,1375,0,70712,608815,,,,,,,,
429,20200904,NY,New York,25348,89995,437971,8610853,,,,,,,,
430,20200904,OH,Ohio,4248,13731,128444,2349585,,,,,,,,
431,20200904,OK,Oklahoma,846,5061,62040,914395,,,,,,,,
432,20200904,OR,Oregon,475,2161,27601,576929,,,,,,,,
433,20200904,PA,Pennsylvania,7742,0,137662,1714541,,,,,,,,
434,20200904,PR,Puerto Rico,455,0,34241,340213,,,,,,,,
435,20200904,RI,Rhode Island,1055,2559,22243,557522,,,,,,,,
436,20200904,SC,South Carolina,2846,8073,123325,981984,,,,,,,,
437,20200904,SD,South Dakota,170,1062,14596,152293,,,,,,,,
438,20200904,TN,Tennessee,1837,7206,160597,2283234,,,,,,,,
439,20200904,TX,Texas,13231,0,630829,5119753,,,,,,,,
440,20200904,UT,Utah,419,3172,53839,679716,,,,,,,,
441,20200904,VA,Virginia,2662,16593,124779,1639828,,,,,,,,
442,20200904,VI,Virgin Islands,16,0,1150,16940,,,,,,,,
443,20200904,VT,Vermont,58,0,1642,142198,,,,,,,,
444,20200904,WA,Washington,1945,6834,75856,1518089,,,,,,,,
445,20200904,WI,Wisconsin,1161,5998,84464,1294667,,,,,,,,
446,20200904,WV,West Virginia,243,0,11037,448911,,,,,,,,
447,20200904,WY,Wyoming,42,223,3989,78301,,,,,,,,
448,20200903,AK,Alaska,40,0,6339,377936,,,,,,,,
449,20200903,AL,Alabama,2233,14801,129285,965974,,,,,,,,
450,20200903,AR,Arkansas,861,4386,63504,738841,,,,,,,,
451,20200903,AS,American Samoa,0,0,0,1514,,,,,,,,
452,20200903,AZ,Arizona,5130,21474,203953,1222859,,,,,,,,
453,20200903,CA,California,13327,0,717177,11663924,,,,,,,,
454,20200903,CO,Colorado,1853,7090,58019,1021497,,,,,,,,
455,20200903,CT,Connecticut,4468,11275,53209,1218216,,,,,,,,
456,20200903,DC,District of Columbia,609,0,14135,298759,,,,,,,,
457,20200903,DE,Delaware,606,0,17653,244548,,,,,,,,
458,20200903,FL,Florida,11800,39884,637013,4717696,,,,,,,,
459,20200903,GA,Georgia,5868,25259,277288,2410665,,,,,,,,
460,20200903,GU,#N/A,13,0,1560,39490,,,,,,,,
461,20200903,HI,Hawaii,75,552,8991,207431,,,,,,,,
462,20200903,IA,Iowa,1135,0,65523,634758,,,,,,,,
463,20200903,ID,Idaho,372,1435,32664,261400,,,,,,,,
464,20200903,IL,Illinois,8324,0,241705,4162370,,,,,,,,
465,20200903,IN,Indiana,3332,11196,96854,1103038,,,,,,,,
466,20200903,KS,Kansas,458,2361,43940,419247,,,,,,,,
467,20200903,KY,Kentucky,976,4684,50885,844424,,,,,,,,
468,20200903,LA,Louisiana,5021,0,151547,1917099,,,,,,,,
469,20200903,MA,Massachusetts,9077,12325,121546,2560869,,,,,,,,
470,20200903,MD,Maryland,3778,14427,110012,1357605,,,,,,,,
471,20200903,ME,Maine,133,424,4617,281053,,,,,,,,
472,20200903,MI,Michigan,6791,0,115242,2849451,,,,,,,,
473,20200903,MN,Minnesota,1889,6592,78123,1158388,,,,,,,,
474,20200903,MO,Missouri,1545,0,88610,1008078,,,,,,,,
475,20200903,MP,Northern Marianas,2,4,57,13541,,,,,,,,
476,20200903,MS,Mississippi,2536,5326,85116,586581,,,,,,,,
477,20200903,MT,Montana,111,472,7871,255660,,,,,,,,
478,20200903,NC,North Carolina,2803,0,172209,2347837,,,,,,,,
479,20200903,ND,North Dakota,124,583,12629,470423,,,,,,,,
480,20200903,NE,Nebraska,399,2027,34995,368965,,,,,,,,
481,20200903,NH,New Hampshire,432,715,7347,215875,,,,,,,,
482,20200903,NJ,New Jersey,15971,22738,192973,2930015,,,,,,,,
483,20200903,NM,New Mexico,790,3159,25612,770959,,,,,,,,
484,20200903,NV,Nevada,1363,0,70223,605268,,,,,,,,
485,20200903,NY,New York,25343,89995,437107,8517458,,,,,,,,
486,20200903,OH,Ohio,4226,13663,127112,2319528,,,,,,,,
487,20200903,OK,Oklahoma,835,5013,61027,903046,,,,,,,,
488,20200903,OR,Oregon,470,2175,27336,571125,,,,,,,,
489,20200903,PA,Pennsylvania,7732,0,136771,1702214,,,,,,,,
490,20200903,PR,Puerto Rico,448,0,34198,340170,,,,,,,,
491,20200903,RI,Rhode Island,1055,2540,22143,547593,,,,,,,,
492,20200903,SC,South Carolina,2807,8006,121696,969425,,,,,,,,
493,20200903,SD,South Dakota,169,1052,14337,150537,,,,,,,,
494,20200903,TN,Tennessee,1815,7125,159546,2265003,,,,,,,,
495,20200903,TX,Texas,13091,0,625347,5107503,,,,,,,,
496,20200903,UT,Utah,414,3153,53326,673659,,,,,,,,
497,20200903,VA,Virginia,2652,16525,123668,1624531,,,,,,,,
498,20200903,VI,Virgin Islands,15,0,1144,16793,,,,,,,,
499,20200903,VT,Vermont,58,0,1637,140881,,,,,,,,
500,20200903,WA,Washington,1935,6795,75377,1496353,,,,,,,,
501,20200903,WI,Wisconsin,1154,5946,82922,1282921,,,,,,,,
502,20200903,WV,West Virginia,237,0,10845,445094,,,,,,,,
503,20200903,WY,Wyoming,41,223,3939,77501,,,,,,,,
504,20200902,AK,Alaska,39,0,6233,376884,,,,,,,,
505,20200902,AL,Alabama,2217,14753,128239,964233,,,,,,,,
506,20200902,AR,Arkansas,841,4341,62112,737449,,,,,,,,
507,20200902,AS,American Samoa,0,0,0,1514,,,,,,,,
508,20200902,AZ,Arizona,5065,21449,202861,1213927,,,,,,,,
509,20200902,CA,California,13163,0,712052,11580370,,,,,,,,
510,20200902,CO,Colorado,1853,7053,57775,1014642,,,,,,,,
511,20200902,CT,Connecticut,4467,11180,53108,1203979,,,,,,,,
512,20200902,DC,District of Columbia,608,0,14077,294797,,,,,,,,
513,20200902,DE,Delaware,606,0,17549,240530,,,,,,,,
514,20200902,FL,Florida,11651,39611,633442,4693802,,,,,,,,
515,20200902,GA,Georgia,5795,25025,274613,2381637,,,,,,,,
516,20200902,GU,#N/A,13,0,1494,38771,,,,,,,,
517,20200902,HI,Hawaii,74,532,8653,202186,,,,,,,,
518,20200902,IA,Iowa,1126,0,64645,629654,,,,,,,,
519,20200902,ID,Idaho,368,1394,32368,259096,,,,,,,,
520,20200902,IL,Illinois,8300,0,240345,4121575,,,,,,,,
521,20200902,IN,Indiana,3325,11143,95750,1092596,,,,,,,,
522,20200902,KS,Kansas,458,2361,43940,419247,,,,,,,,
523,20200902,KY,Kentucky,966,4652,49991,837211,,,,,,,,
524,20200902,LA,Louisiana,5004,0,150734,1904779,,,,,,,,
525,20200902,MA,Massachusetts,9060,12295,121131,2478482,,,,,,,,
526,20200902,MD,Maryland,3766,14351,109319,1345646,,,,,,,,
527,20200902,ME,Maine,133,423,4567,273032,,,,,,,,
528,20200902,MI,Michigan,6781,0,114468,2816816,,,,,,,,
529,20200902,MN,Minnesota,1882,6566,77085,1150854,,,,,,,,
530,20200902,MO,Missouri,1542,0,87213,998097,,,,,,,,
531,20200902,MP,Northern Marianas,2,4,57,13541,,,,,,,,
532,20200902,MS,Mississippi,2526,5326,84365,581586,,,,,,,,
533,20200902,MT,Montana,109,461,7691,253873,,,,,,,,
534,20200902,NC,North Carolina,2779,0,170553,2315310,,,,,,,,
535,20200902,ND,North Dakota,122,575,12270,464111,,,,,,,,
536,20200902,NE,Nebraska,399,2014,34574,365641,,,,,,,,
537,20200902,NH,New Hampshire,432,715,7297,211281,,,,,,,,
538,20200902,NJ,New Jersey,15964,22707,192595,2902267,,,,,,,,
539,20200902,NM,New Mexico,787,3151,25460,765399,,,,,,,,
540,20200902,NV,Nevada,1336,0,69872,602308,,,,,,,,
541,20200902,NY,New York,25336,89995,436218,8428477,,,,,,,,
542,20200902,OH,Ohio,4176,13574,125767,2292748,,,,,,,,
543,20200902,OK,Oklahoma,821,4961,60118,893242,,,,,,,,
544,20200902,OR,Oregon,468,2167,27075,566382,,,,,,,,
545,20200902,PA,Pennsylvania,7712,0,135611,1687696,,,,,,,,
546,20200902,PR,Puerto Rico,443,0,34003,339975,,,,,,,,
547,20200902,RI,Rhode Island,1051,2542,22078,536139,,,,,,,,
548,20200902,SC,South Carolina,2794,7948,120503,959032,,,,,,,,
549,20200902,SD,South Dakota,169,1043,14003,148925,,,,,,,,
550,20200902,TN,Tennessee,1797,7061,157831,2238231,,,,,,,,
551,20200902,TX,Texas,12870,0,621667,5068862,,,,,,,,
552,20200902,UT,Utah,410,3134,52822,668425,,,,,,,,
553,20200902,VA,Virginia,2641,16433,122542,1610691,,,,,,,,
554,20200902,VI,Virgin Islands,15,0,1143,16486,,,,,,,,
555,20200902,VT,Vermont,58,0,1637,139096,,,,,,,,
556,20200902,WA,Washington,1931,6787,74939,1480039,,,,,,,,
557,20200902,WI,Wisconsin,1150,5916,82182,1273730,,,,,,,,
558,20200902,WV,West Virginia,230,0,10642,441585,,,,,,,,
559,20200902,WY,Wyoming,41,221,3911,76810,,,,,,,,
560,20200901,AK,Alaska,39,0,6160,374255,,,,,,,,
561,20200901,AL,Alabama,2200,14538,127616,958920,,,,,,,,
562,20200901,AR,Arkansas,814,4306,61497,731025,,,,,,,,
563,20200901,AS,American Samoa,0,0,0,1514,,,,,,,,
564,20200901,AZ,Arizona,5044,21405,202342,1208990,,,,,,,,
565,20200901,CA,California,13018,0,707797,11470696,,,,,,,,
566,20200901,CO,Colorado,1849,7028,57424,1009970,,,,,,,,
567,20200901,CT,Connecticut,4466,11180,53006,1192338,,,,,,,,
568,20200901,DC,District of Columbia,607,0,14049,292844,,,,,,,,
569,20200901,DE,Delaware,605,0,17535,238423,,,,,,,,
570,20200901,FL,Florida,11521,39311,631040,4675866,,,,,,,,
571,20200901,GA,Georgia,5733,24847,272697,2368498,,,,,,,,
572,20200901,GU,#N/A,13,0,1447,38322,,,,,,,,
573,20200901,HI,Hawaii,70,508,8472,198182,,,,,,,,
574,20200901,IA,Iowa,1123,0,63919,623547,,,,,,,,
575,20200901,ID,Idaho,361,1394,32088,257689,,,,,,,,
576,20200901,IL,Illinois,8273,0,238217,4088824,,,,,,,,
577,20200901,IN,Indiana,3312,11094,94891,1083765,,,,,,,,
578,20200901,KS,Kansas,446,2304,42612,413249,,,,,,,,
579,20200901,KY,Kentucky,948,4616,49185,830421,,,,,,,,
580,20200901,LA,Louisiana,4984,0,149583,1890526,,,,,,,,
581,20200901,MA,Massachusetts,9064,12386,128888,2448341,,,,,,,,
582,20200901,MD,Maryland,3761,14337,108863,1338917,,,,,,,,
583,20200901,ME,Maine,132,421,4548,268735,,,,,,,,
584,20200901,MI,Michigan,6767,0,113820,2789407,,,,,,,,
585,20200901,MN,Minnesota,1872,6520,76355,1132922,,,,,,,,
586,20200901,MO,Missouri,1538,0,85755,991244,,,,,,,,
587,20200901,MP,Northern Marianas,2,4,57,13541,,,,,,,,
588,20200901,MS,Mississippi,2493,5326,83584,577517,,,,,,,,
589,20200901,MT,Montana,105,447,7509,252296,,,,,,,,
590,20200901,NC,North Carolina,2741,0,169424,2295698,,,,,,,,
591,20200901,ND,North Dakota,122,564,12004,458586,,,,,,,,
592,20200901,NE,Nebraska,397,2006,34287,363075,,,,,,,,
593,20200901,NH,New Hampshire,432,715,7297,211281,,,,,,,,
594,20200901,NJ,New Jersey,15953,22667,192290,2859048,,,,,,,,
595,20200901,NM,New Mexico,779,3134,25352,760874,,,,,,,,
596,20200901,NV,Nevada,1313,0,69633,600349,,,,,,,,
597,20200901,NY,New York,25331,89995,435510,8340030,,,,,,,,
598,20200901,OH,Ohio,4165,13479,124610,2269669,,,,,,,,
599,20200901,OK,Oklahoma,809,4903,59399,886912,,,,,,,,
600,20200901,OR,Oregon,465,2162,26946,561800,,,,,,,,
601,20200901,PA,Pennsylvania,7691,0,134795,1674764,,,,,,,,
602,20200901,PR,Puerto Rico,435,0,33421,339393,,,,,,,,
603,20200901,RI,Rhode Island,1050,2528,22002,530488,,,,,,,,
604,20200901,SC,South Carolina,2757,7870,119846,954402,,,,,,,,
605,20200901,SD,South Dakota,167,1036,13749,147595,,,,,,,,
606,20200901,TN,Tennessee,1781,6978,156329,2217751,,,,,,,,
607,20200901,TX,Texas,12681,0,617333,5033554,,,,,,,,
608,20200901,UT,Utah,409,3110,52403,664521,,,,,,,,
609,20200901,VA,Virginia,2612,16238,121615,1598689,,,,,,,,
610,20200901,VI,Virgin Islands,15,0,1139,16387,,,,,,,,
611,20200901,VT,Vermont,58,0,1635,138446,,,,,,,,
612,20200901,WA,Washington,1915,6763,74635,1473245,,,,,,,,
613,20200901,WI,Wisconsin,1139,5878,81604,1265321,,,,,,,,
614,20200901,WV,West Virginia,222,0,10507,438441,,,,,,,,
615,20200901,WY,Wyoming,41,219,3866,76567,,,,,,,,
616,20200831,AK,Alaska,37,0,6125,348630,,,,,,,,
617,20200831,AL,Alabama,2182,14267,126058,985287,,,,,,,,
618,20200831,AR,Arkansas,797,4213,61224,727035,,,,,,,,
619,20200831,AS,American Samoa,0,0,0,1514,,,,,,,,
620,20200831,AZ,Arizona,5029,21405,201835,1204429,,,,,,,,
621,20200831,CA,California,12933,0,704085,11373305,,,,,,,,
622,20200831,CO,Colorado,1843,7010,57223,1002802,,,,,,,,
623,20200831,CT,Connecticut,4465,11180,52879,1173096,,,,,,,,
624,20200831,DC,District of Columbia,607,0,13992,290682,,,,,,,,
625,20200831,DE,Delaware,605,0,17429,236849,,,,,,,,
626,20200831,FL,Florida,11331,38942,623471,4615539,,,,,,,,
627,20200831,GA,Georgia,5632,24604,270471,2343634,,,,,,,,
628,20200831,GU,#N/A,10,0,1395,37884,,,,,,,,
629,20200831,HI,Hawaii,63,505,8339,196719,,,,,,,,
630,20200831,IA,Iowa,1116,0,63328,620872,,,,,,,,
631,20200831,ID,Idaho,359,1369,31867,256013,,,,,,,,
632,20200831,IL,Illinois,8235,0,236725,4065863,,,,,,,,
633,20200831,IN,Indiana,3296,11043,94196,1076947,,,,,,,,
634,20200831,KS,Kansas,446,2304,42612,413249,,,,,,,,
635,20200831,KY,Kentucky,933,4580,48396,821320,,,,,,,,
636,20200831,LA,Louisiana,4950,0,148894,1873490,,,,,,,,
637,20200831,MA,Massachusetts,9060,12364,128533,2404426,,,,,,,,
638,20200831,MD,Maryland,3755,14303,108249,1330853,,,,,,,,
639,20200831,ME,Maine,132,420,4526,262935,,,,,,,,
640,20200831,MI,Michigan,6753,0,113025,2764431,,,,,,,,
641,20200831,MN,Minnesota,1866,6480,75864,1128023,,,,,,,,
642,20200831,MO,Missouri,1530,0,84697,982955,,,,,,,,
643,20200831,MP,Northern Marianas,2,4,56,13540,,,,,,,,
644,20200831,MS,Mississippi,2473,5326,82950,573865,,,,,,,,
645,20200831,MT,Montana,104,436,7421,250238,,,,,,,,
646,20200831,NC,North Carolina,2702,0,167313,2256172,,,,,,,,
647,20200831,ND,North Dakota,118,554,11810,456190,,,,,,,,
648,20200831,NE,Nebraska,392,1994,34046,361351,,,,,,,,
649,20200831,NH,New Hampshire,432,714,7275,210916,,,,,,,,
650,20200831,NJ,New Jersey,15948,22627,191960,2857918,,,,,,,,
651,20200831,NM,New Mexico,770,3126,25283,756933,,,,,,,,
652,20200831,NV,Nevada,1305,0,69228,597921,,,,,,,,
653,20200831,NY,New York,25328,89995,434756,8263033,,,,,,,,
654,20200831,OH,Ohio,4138,13376,123157,2244104,,,,,,,,
655,20200831,OK,Oklahoma,800,4821,58733,865278,,,,,,,,
656,20200831,OR,Oregon,459,2149,26713,557228,,,,,,,,
657,20200831,PA,Pennsylvania,7673,0,134025,1658220,,,,,,,,
658,20200831,PR,Puerto Rico,434,0,33199,339171,,,,,,,,
659,20200831,RI,Rhode Island,1048,2519,21949,524414,,,,,,,,
660,20200831,SC,South Carolina,2720,7811,118992,949548,,,,,,,,
661,20200831,SD,South Dakota,167,1029,13509,146529,,,,,,,,
662,20200831,TN,Tennessee,1754,6878,154933,2200999,,,,,,,,
663,20200831,TX,Texas,12536,0,612969,4961553,,,,,,,,
664,20200831,UT,Utah,407,3093,52107,659855,,,,,,,,
665,20200831,VA,Virginia,2580,16167,120594,1586551,,,,,,,,
666,20200831,VI,Virgin Islands,14,0,1134,16234,,,,,,,,
667,20200831,VT,Vermont,58,0,1624,135721,,,,,,,,
668,20200831,WA,Washington,1905,6740,74320,1461354,,,,,,,,
669,20200831,WI,Wisconsin,1130,5817,80568,1253422,,,,,,,,
670,20200831,WV,West Virginia,214,0,10250,436047,,,,,,,,
671,20200831,WY,Wyoming,37,215,3842,76273,,,,,,,,
672,20200830,AK,Alaska,37,0,6086,346839,,,,,,,,
673,20200830,AL,Alabama,2162,14267,125235,981062,,,,,,,,
674,20200830,AR,Arkansas,784,4182,60856,712687,,,,,,,,
675,20200830,AS,American Samoa,0,0,0,1514,,,,,,,,
676,20200830,AZ,Arizona,5030,21421,201661,1199441,,,,,,,,
677,20200830,CA,California,12905,0,699909,11231829,,,,,,,,
678,20200830,CO,Colorado,1843,6993,57041,994951,,,,,,,,
679,20200830,CT,Connecticut,4465,11180,52495,1127506,,,,,,,,
680,20200830,DC,District of Columbia,606,0,13959,288089,,,,,,,,
681,20200830,DE,Delaware,604,0,17343,234661,,,,,,,,
682,20200830,FL,Florida,11263,38857,621586,4599608,,,,,,,,
683,20200830,GA,Georgia,5604,24572,268973,2327490,,,,,,,,
684,20200830,GU,#N/A,10,0,1347,37460,,,,,,,,
685,20200830,HI,Hawaii,62,497,8139,193935,,,,,,,,
686,20200830,IA,Iowa,1113,0,62720,617095,,,,,,,,
687,20200830,ID,Idaho,358,1365,31677,254325,,,,,,,,
688,20200830,IL,Illinois,8228,0,235057,4018484,,,,,,,,
689,20200830,IN,Indiana,3291,10843,93313,1065356,,,,,,,,
690,20200830,KS,Kansas,443,2278,41048,403147,,,,,,,,
691,20200830,KY,Kentucky,930,4560,48032,816114,,,,,,,,
692,20200830,LA,Louisiana,4931,0,148568,1869451,,,,,,,,
693,20200830,MA,Massachusetts,9049,12361,128229,2372564,,,,,,,,
694,20200830,MD,Maryland,3752,14255,107791,1319238,,,,,,,,
695,20200830,ME,Maine,132,420,4512,259661,,,,,,,,
696,20200830,MI,Michigan,6748,0,112526,2744794,,,,,,,,
697,20200830,MN,Minnesota,1865,6454,75189,1122071,,,,,,,,
698,20200830,MO,Missouri,1508,0,83655,974237,,,,,,,,
699,20200830,MP,Northern Marianas,2,4,56,13540,,,,,,,,
700,20200830,MS,Mississippi,2441,5300,82676,569164,,,,,,,,
701,20200830,MT,Montana,104,432,7340,246661,,,,,,,,
702,20200830,NC,North Carolina,2692,0,166127,2243273,,,,,,,,
703,20200830,ND,North Dakota,118,554,11696,454409,,,,,,,,
704,20200830,NE,Nebraska,392,1992,33753,357945,,,,,,,,
705,20200830,NH,New Hampshire,432,714,7254,209295,,,,,,,,
706,20200830,NJ,New Jersey,15940,22627,191611,2836334,,,,,,,,
707,20200830,NM,New Mexico,769,3116,25178,752522,,,,,,,,
708,20200830,NV,Nevada,1302,0,68908,595685,,,,,,,,
709,20200830,NY,New York,25327,89995,434100,8196792,,,,,,,,
710,20200830,OH,Ohio,4128,13317,122262,2196860,,,,,,,,
711,20200830,OK,Oklahoma,799,4814,58020,864565,,,,,,,,
712,20200830,OR,Oregon,458,2108,26554,553345,,,,,,,,
713,20200830,PA,Pennsylvania,7673,0,133504,1649403,,,,,,,,
714,20200830,PR,Puerto Rico,434,0,32848,338820,,,,,,,,
715,20200830,RI,Rhode Island,1047,2519,21903,520478,,,,,,,,
716,20200830,SC,South Carolina,2709,7782,118324,942873,,,,,,,,
717,20200830,SD,South Dakota,167,1017,13322,145651,,,,,,,,
718,20200830,TN,Tennessee,1747,6840,153115,2189010,,,,,,,,
719,20200830,TX,Texas,12510,0,610354,4924712,,,,,,,,
720,20200830,UT,Utah,407,3080,51854,655507,,,,,,,,
721,20200830,VA,Virginia,2569,16089,119747,1573427,,,,,,,,
722,20200830,VI,Virgin Islands,14,0,1129,16106,,,,,,,,
723,20200830,VT,Vermont,58,0,1616,133275,,,,,,,,
724,20200830,WA,Washington,1905,6740,74320,1461354,,,,,,,,
725,20200830,WI,Wisconsin,1130,5804,80300,1249602,,,,,,,,
726,20200830,WV,West Virginia,213,0,10110,431122,,,,,,,,
727,20200830,WY,Wyoming,37,215,3820,75293,,,,,,,,
728,20200829,AK,Alaska,37,0,6035,345695,,,,,,,,
729,20200829,AL,Alabama,2152,14267,123889,975818,,,,,,,,
730,20200829,AR,Arkansas,772,4142,60378,706970,,,,,,,,
731,20200829,AS,American Samoa,0,0,0,1514,,,,,,,,
732,20200829,AZ,Arizona,5007,21433,201287,1192376,,,,,,,,
733,20200829,CA,California,12834,0,693839,11109630,,,,,,,,
734,20200829,CO,Colorado,1843,6945,56773,985622,,,,,,,,
735,20200829,CT,Connecticut,4465,11180,52495,1127506,,,,,,,,
736,20200829,DC,District of Columbia,605,0,13925,285756,,,,,,,,
737,20200829,DE,Delaware,604,0,17349,232884,,,,,,,,
738,20200829,FL,Florida,11249,38761,619003,4575211,,,,,,,,
739,20200829,GA,Georgia,5576,24533,267758,2312179,,,,,,,,
740,20200829,GU,#N/A,10,0,1347,37460,,,,,,,,
741,20200829,HI,Hawaii,59,485,7830,190910,,,,,,,,
742,20200829,IA,Iowa,1108,0,61749,612579,,,,,,,,
743,20200829,ID,Idaho,353,1349,31384,251050,,,,,,,,
744,20200829,IL,Illinois,8217,0,233065,3974791,,,,,,,,
745,20200829,IN,Indiana,3285,10839,92434,1055793,,,,,,,,
746,20200829,KS,Kansas,443,2278,41048,403147,,,,,,,,
747,20200829,KY,Kentucky,921,4560,47577,815659,,,,,,,,
748,20200829,LA,Louisiana,4904,0,146944,1829179,,,,,,,,
749,20200829,MA,Massachusetts,9036,12358,128030,2339669,,,,,,,,
750,20200829,MD,Maryland,3746,14217,107294,1304483,,,,,,,,
751,20200829,ME,Maine,132,418,4489,255358,,,,,,,,
752,20200829,MI,Michigan,6712,0,111136,2683874,,,,,,,,
753,20200829,MN,Minnesota,1863,6411,74257,1111137,,,,,,,,
754,20200829,MO,Missouri,1496,0,82190,965326,,,,,,,,
755,20200829,MP,Northern Marianas,2,4,56,13542,,,,,,,,
756,20200829,MS,Mississippi,2427,5300,82029,568517,,,,,,,,
757,20200829,MT,Montana,104,429,7251,245381,,,,,,,,
758,20200829,NC,North Carolina,2683,0,165076,2218149,,,,,,,,
759,20200829,ND,North Dakota,118,551,11475,450858,,,,,,,,
760,20200829,NE,Nebraska,392,1982,33436,355218,,,,,,,,
761,20200829,NH,New Hampshire,432,714,7246,207340,,,,,,,,
762,20200829,NJ,New Jersey,15936,22617,191320,2807747,,,,,,,,
763,20200829,NM,New Mexico,767,3106,25042,747277,,,,,,,,
764,20200829,NV,Nevada,1302,0,68461,592521,,,,,,,,
765,20200829,NY,New York,25319,89995,433402,8096770,,,,,,,,
766,20200829,OH,Ohio,4126,13288,121340,2171126,,,,,,,,
767,20200829,OK,Oklahoma,797,4794,57353,863898,,,,,,,,
768,20200829,OR,Oregon,454,2108,26293,548850,,,,,,,,
769,20200829,PA,Pennsylvania,7671,0,132834,1636942,,,,,,,,
770,20200829,PR,Puerto Rico,428,0,32550,338522,,,,,,,,
771,20200829,RI,Rhode Island,1047,2514,21857,515142,,,,,,,,
772,20200829,SC,South Carolina,2698,7765,117249,935623,,,,,,,,
773,20200829,SD,South Dakota,167,1006,12942,144506,,,,,,,,
774,20200829,TN,Tennessee,1725,6751,152280,2177005,,,,,,,,
775,20200829,TX,Texas,12420,0,606530,4900972,,,,,,,,
776,20200829,UT,Utah,407,3057,51406,650560,,,,,,,,
777,20200829,VA,Virginia,2568,16058,118809,1560673,,,,,,,,
778,20200829,VI,Virgin Islands,14,0,1118,15832,,,,,,,,
779,20200829,VT,Vermont,58,0,1605,130180,,,,,,,,
780,20200829,WA,Washington,1905,6679,73301,1423771,,,,,,,,
781,20200829,WI,Wisconsin,1127,5775,79730,1244470,,,,,,,,
782,20200829,WV,West Virginia,212,0,9967,426257,,,,,,,,
783,20200829,WY,Wyoming,37,215,3784,75257,,,,,,,,
784,20200828,AK,Alaska,37,0,5923,339538,,,,,,,,
785,20200828,AL,Alabama,2107,14267,122185,964863,,,,,,,,
786,20200828,AR,Arkansas,756,4142,59583,698055,,,,,,,,
787,20200828,AS,American Samoa,0,0,0,1514,,,,,,,,
788,20200828,AZ,Arizona,4978,21428,200658,1184077,,,,,,,,
789,20200828,CA,California,12690,0,688858,11010637,,,,,,,,
790,20200828,CO,Colorado,1835,6928,56343,972990,,,,,,,,
791,20200828,CT,Connecticut,4465,11180,52495,1127506,,,,,,,,
792,20200828,DC,District of Columbia,605,0,13851,281549,,,,,,,,
793,20200828,DE,Delaware,604,0,17083,231041,,,,,,,,
794,20200828,FL,Florida,11099,38474,615806,4547677,,,,,,,,
795,20200828,GA,Georgia,5471,24335,265372,2286984,,,,,,,,
796,20200828,GU,#N/A,10,0,1287,36926,,,,,,,,
797,20200828,HI,Hawaii,55,462,7566,188153,,,,,,,,
798,20200828,IA,Iowa,1095,0,60971,607159,,,,,,,,
799,20200828,ID,Idaho,343,1328,31122,249187,,,,,,,,
800,20200828,IL,Illinois,8206,0,231185,3926007,,,,,,,,
801,20200828,IN,Indiana,3277,10818,91313,1044049,,,,,,,,
802,20200828,KS,Kansas,443,2278,41048,403147,,,,,,,,
803,20200828,KY,Kentucky,918,4532,46757,804650,,,,,,,,
804,20200828,LA,Louisiana,4904,0,146944,1829179,,,,,,,,
