id,date,state,statename,deaths,hospitalizedCurrently,positive,totalTestResults
618,20200831,AR,,797,4213,61224,727035
619,20200831,AS,,0,0,0,1514
620,20200831,AZ,,5029,21405,201835,1204429
621,20200831,CA,,12933,0,704085,11373305
622,20200831,CO,,1843,7010,57223,1002802
623,20200831,CT,,4465,11180,52879,1173096
624,20200831,DC,,607,0,13992,290682
625,20200831,DE,,605,0,17429,236849
626,20200831,FL,,11331,38942,623471,4615539
627,20200831,GA,,5632,24604,270471,2343634
628,20200831,GU,,10,0,1395,37884
629,20200831,HI,,63,505,8339,196719
630,20200831,IA,,1116,0,63328,620872
631,20200831,ID,,359,1369,31867,256013
632,20200831,IL,,8235,0,236725,4065863
633,20200831,IN,,3296,11043,94196,1076947
634,20200831,KS,,446,2304,42612,413249
635,20200831,KY,,933,4580,48396,821320
636,20200831,LA,,4950,0,148894,1873490
637,20200831,MA,,9060,12364,128533,2404426
638,20200831,MD,,3755,14303,108249,1330853
639,20200831,ME,,132,420,4526,262935
640,20200831,MI,,6753,0,113025,2764431
641,20200831,MN,,1866,6480,75864,1128023
642,20200831,MO,,1530,0,84697,982955
643,20200831,MP,,2,4,56,13540
644,20200831,MS,,2473,5326,82950,573865
645,20200831,MT,,104,436,7421,250238
646,20200831,NC,,2702,0,167313,2256172
647,20200831,ND,,118,554,11810,456190
648,20200831,NE,,392,1994,34046,361351
649,20200831,NH,,432,714,7275,210916
650,20200831,NJ,,15948,22627,191960,2857918
651,20200831,NM,,770,3126,25283,756933
652,20200831,NV,,1305,0,69228,597921
653,20200831,NY,,25328,89995,434756,8263033
654,20200831,OH,,4138,13376,123157,2244104
655,20200831,OK,,800,4821,58733,865278
656,20200831,OR,,459,2149,26713,557228
657,20200831,PA,,7673,0,134025,1658220
658,20200831,PR,,434,0,33199,339171
659,20200831,RI,,1048,2519,21949,524414
660,20200831,SC,,2720,7811,118992,949548
661,20200831,SD,,167,1029,13509,146529
662,20200831,TN,,1754,6878,154933,2200999
663,20200831,TX,,12536,0,612969,4961553
664,20200831,UT,,407,3093,52107,659855
665,20200831,VA,,2580,16167,120594,1586551
666,20200831,VI,,14,0,1134,16234
667,20200831,VT,,58,0,1624,135721
668,20200831,WA,,1905,6740,74320,1461354
669,20200831,WI,,1130,5817,80568,1253422
670,20200831,WV,,214,0,10250,436047
671,20200831,WY,,37,215,3842,76273
672,20200830,AK,,37,0,6086,346839
673,20200830,AL,,2162,14267,125235,981062
674,20200830,AR,,784,4182,60856,712687
675,20200830,AS,,0,0,0,1514
676,20200830,AZ,,5030,21421,201661,1199441
677,20200830,CA,,12905,0,699909,11231829
678,20200830,CO,,1843,6993,57041,994951
679,20200830,CT,,4465,11180,52495,1127506
680,20200830,DC,,606,0,13959,288089
681,20200830,DE,,604,0,17343,234661
682,20200830,FL,,11263,38857,621586,4599608
683,20200830,GA,,5604,24572,268973,2327490
684,20200830,GU,,10,0,1347,37460
685,20200830,HI,,62,497,8139,193935
686,20200830,IA,,1113,0,62720,617095
687,20200830,ID,,358,1365,31677,254325
688,20200830,IL,,8228,0,235057,4018484
689,20200830,IN,,3291,10843,93313,1065356
690,20200830,KS,,443,2278,41048,403147
691,20200830,KY,,930,4560,48032,816114
692,20200830,LA,,4931,0,148568,1869451
693,20200830,MA,,9049,12361,128229,2372564
694,20200830,MD,,3752,14255,107791,1319238
695,20200830,ME,,132,420,4512,259661
696,20200830,MI,,6748,0,112526,2744794
697,20200830,MN,,1865,6454,75189,1122071
698,20200830,MO,,1508,0,83655,974237
699,20200830,MP,,2,4,56,13540
700,20200830,MS,,2441,5300,82676,569164
701,20200830,MT,,104,432,7340,246661
702,20200830,NC,,2692,0,166127,2243273
703,20200830,ND,,118,554,11696,454409
704,20200830,NE,,392,1992,33753,357945
705,20200830,NH,,432,714,7254,209295
706,20200830,NJ,,15940,22627,191611,2836334
707,20200830,NM,,769,3116,25178,752522
708,20200830,NV,,1302,0,68908,595685
709,20200830,NY,,25327,89995,434100,8196792
710,20200830,OH,,4128,13317,122262,2196860
711,20200830,OK,,799,4814,58020,864565
712,20200830,OR,,458,2108,26554,553345
713,20200830,PA,,7673,0,133504,1649403
714,20200830,PR,,434,0,32848,338820
715,20200830,RI,,1047,2519,21903,520478
716,20200830,SC,,2709,7782,118324,942873
717,20200830,SD,,167,1017,13322,145651
718,20200830,TN,,1747,6840,153115,2189010
719,20200830,TX,,12510,0,610354,4924712
720,20200830,UT,,407,3080,51854,655507
721,20200830,VA,,2569,16089,119747,1573427
722,20200830,VI,,14,0,1129,16106
723,20200830,VT,,58,0,1616,133275
724,20200830,WA,,1905,6740,74320,1461354
725,20200830,WI,,1130,5804,80300,1249602
726,20200830,WV,,213,0,10110,431122
727,20200830,WY,,37,215,3820,75293
728,20200829,AK,,37,0,6035,345695
729,20200829,AL,,2152,14267,123889,975818
730,20200829,AR,,772,4142,60378,706970
731,20200829,AS,,0,0,0,1514
732,20200829,AZ,,5007,21433,201287,1192376
733,20200829,CA,,12834,0,693839,11109630
734,20200829,CO,,1843,6945,56773,985622
735,20200829,CT,,4465,11180,52495,1127506
736,20200829,DC,,605,0,13925,285756
737,20200829,DE,,604,0,17349,232884
738,20200829,FL,,11249,38761,619003,4575211
739,20200829,GA,,5576,24533,267758,2312179
740,20200829,GU,,10,0,1347,37460
741,20200829,HI,,59,485,7830,190910
742,20200829,IA,,1108,0,61749,612579
743,20200829,ID,,353,1349,31384,251050
744,20200829,IL,,8217,0,233065,3974791
745,20200829,IN,,3285,10839,92434,1055793
746,20200829,KS,,443,2278,41048,403147
747,20200829,KY,,921,4560,47577,815659
748,20200829,LA,,4904,0,146944,1829179
749,20200829,MA,,9036,12358,128030,2339669
750,20200829,MD,,3746,14217,107294,1304483
751,20200829,ME,,132,418,4489,255358
752,20200829,MI,,6712,0,111136,2683874
753,20200829,MN,,1863,6411,74257,1111137
754,20200829,MO,,1496,0,82190,965326
755,20200829,MP,,2,4,56,13542
756,20200829,MS,,2427,5300,82029,568517
757,20200829,MT,,104,429,7251,245381
758,20200829,NC,,2683,0,165076,2218149
759,20200829,ND,,118,551,11475,450858
760,20200829,NE,,392,1982,33436,355218
761,20200829,NH,,432,714,7246,207340
762,20200829,NJ,,15936,22617,191320,2807747
763,20200829,NM,,767,3106,25042,747277
764,20200829,NV,,1302,0,68461,592521
765,20200829,NY,,25319,89995,433402,8096770
766,20200829,OH,,4126,13288,121340,2171126
767,20200829,OK,,797,4794,57353,863898
768,20200829,OR,,454,2108,26293,548850
769,20200829,PA,,7671,0,132834,1636942
770,20200829,PR,,428,0,32550,338522
771,20200829,RI,,1047,2514,21857,515142
772,20200829,SC,,2698,7765,117249,935623
773,20200829,SD,,167,1006,12942,144506
774,20200829,TN,,1725,6751,152280,2177005
775,20200829,TX,,12420,0,606530,4900972
776,20200829,UT,,407,3057,51406,650560
777,20200829,VA,,2568,16058,118809,1560673
778,20200829,VI,,14,0,1118,15832
779,20200829,VT,,58,0,1605,130180
780,20200829,WA,,1905,6679,73301,1423771
781,20200829,WI,,1127,5775,79730,1244470
782,20200829,WV,,212,0,9967,426257
783,20200829,WY,,37,215,3784,75257
784,20200828,AK,,37,0,5923,339538
785,20200828,AL,,2107,14267,122185,964863
786,20200828,AR,,756,4142,59583,698055
787,20200828,AS,,0,0,0,1514
788,20200828,AZ,,4978,21428,200658,1184077
789,20200828,CA,,12690,0,688858,11010637
790,20200828,CO,,1835,6928,56343,972990
791,20200828,CT,,4465,11180,52495,1127506
792,20200828,DC,,605,0,13851,281549
793,20200828,DE,,604,0,17083,231041
794,20200828,FL,,11099,38474,615806,4547677
795,20200828,GA,,5471,24335,265372,2286984
796,20200828,GU,,10,0,1287,36926
797,20200828,HI,,55,462,7566,188153
798,20200828,IA,,1095,0,60971,607159
799,20200828,ID,,343,1328,31122,249187
800,20200828,IL,,8206,0,231185,3926007
801,20200828,IN,,3277,10818,91313,1044049
802,20200828,KS,,443,2278,41048,403147
803,20200828,KY,,918,4532,46757,804650
804,20200828,LA,,4904,0,146944,1829179
805,20200828,MA,,9023,12334,127584,2290752
806,20200828,MD,,3736,14184,106664,1291270
807,20200828,ME,,132,417,4436,251173
808,20200828,MI,,6712,0,111136,2683874
809,20200828,MN,,1859,6357,73240,1101710
810,20200828,MO,,1464,0,80992,954633
811,20200828,MP,,2,4,54,13540
812,20200828,MS,,2413,5279,81294,562882
813,20200828,MT,,100,417,7063,242875
814,20200828,NC,,2652,0,162491,2182891
815,20200828,ND,,118,550,11102,443180
816,20200828,NE,,391,1968,33101,352419
817,20200828,NH,,432,713,7216,206157
818,20200828,NJ,,15933,22586,190971,2749194
819,20200828,NM,,764,3091,24920,740366
820,20200828,NV,,1287,0,67852,588551
821,20200828,NY,,25312,89995,432767,8002897
822,20200828,OH,,4105,13221,120124,2141055
823,20200828,OK,,786,4719,56260,855780
824,20200828,OR,,447,2108,26054,543867
825,20200828,PA,,7655,0,131991,1620826
826,20200828,PR,,424,0,31988,337960
827,20200828,RI,,1046,2496,21683,504904
828,20200828,SC,,2655,7598,115951,926509
829,20200828,SD,,165,995,12517,142940
830,20200828,TN,,1701,6751,150815,2155504
831,20200828,TX,,12266,0,601768,4842362
832,20200828,UT,,407,3041,50948,647745
833,20200828,VA,,2550,15967,117592,1544436
834,20200828,VI,,14,0,1075,15379
835,20200828,VT,,58,0,1589,126755
836,20200828,WA,,1890,6674,72703,1408164
837,20200828,WI,,1121,5736,78868,1235675
838,20200828,WV,,202,0,9824,419581
839,20200828,WY,,37,215,3763,75236
840,20200827,AK,,37,0,5801,336220
841,20200827,AL,,2076,14005,121023,956809
842,20200827,AR,,739,4104,58745,690028
843,20200827,AS,,0,0,0,1514
844,20200827,AZ,,4929,21426,200139,1174928
845,20200827,CA,,12550,0,683529,10918415
846,20200827,CO,,1835,6902,55993,962754
847,20200827,CT,,4465,11180,52350,1113496
848,20200827,DC,,605,0,13794,276704
849,20200827,DE,,604,0,16976,228059
850,20200827,FL,,11011,38163,611991,4517364
851,20200827,GA,,5393,24127,263074,2268837
852,20200827,GU,,10,0,1232,36356
853,20200827,HI,,51,444,7260,185675
854,20200827,IA,,1083,0,59786,601643
855,20200827,ID,,337,1304,30780,246671
856,20200827,IL,,8186,0,228751,3877339
857,20200827,IN,,3266,10747,90504,1034746
858,20200827,KS,,437,2226,39937,395097
859,20200827,KY,,910,4501,45978,792885
860,20200827,LA,,4874,0,146338,1818904
861,20200827,MA,,9007,12318,127124,2246626
862,20200827,MD,,3722,14141,106063,1275082
863,20200827,ME,,132,415,4414,245927
864,20200827,MI,,6706,0,110343,2650831
865,20200827,MN,,1855,6326,72390,1093490
866,20200827,MO,,1450,0,79574,943023
867,20200827,MP,,2,4,54,13540
868,20200827,MS,,2399,5267,80695,556638
869,20200827,MT,,98,412,6929,240659
870,20200827,NC,,2630,0,161076,2152725
871,20200827,ND,,118,534,10790,435666
872,20200827,NE,,386,1954,32727,348575
873,20200827,NH,,431,713,7194,204017
874,20200827,NJ,,15924,22560,190613,2748836
875,20200827,NM,,755,3074,24732,734220
876,20200827,NV,,1271,0,67220,584232
877,20200827,NY,,25309,89995,432131,7905071
878,20200827,OH,,4076,13150,118828,2116289
879,20200827,OK,,778,4673,55550,845849
880,20200827,OR,,438,2093,25761,538716
881,20200827,PA,,7635,0,131156,1602921
882,20200827,PR,,412,0,31383,337355
883,20200827,RI,,1044,2485,21589,495575
884,20200827,SC,,2628,7598,114598,918019
885,20200827,SD,,162,983,12194,141283
886,20200827,TN,,1673,6677,149179,2128229
887,20200827,TX,,12070,0,597737,4793914
888,20200827,UT,,403,3015,50557,642761
889,20200827,VA,,2515,15938,115458,1507542
890,20200827,VI,,14,0,1052,15196
891,20200827,VT,,58,0,1586,124831
892,20200827,WA,,1880,6640,72161,1391309
893,20200827,WI,,1119,5684,78004,1226498
894,20200827,WV,,199,0,9633,413809
895,20200827,WY,,37,215,3722,74532
896,20200826,AK,,37,0,5719,334804
897,20200826,AL,,2045,14005,119254,943685
898,20200826,AR,,732,4061,58023,683273
899,20200826,AS,,0,0,0,1514
900,20200826,AZ,,4896,21376,199459,1166910
901,20200826,CA,,12407,0,679099,10832757
902,20200826,CO,,1826,6894,55800,955641
903,20200826,CT,,4463,11087,52220,1098035
904,20200826,DC,,605,0,13722,273748
905,20200826,DE,,604,0,16986,227095
906,20200826,FL,,10872,37847,608722,4492818
907,20200826,GA,,5311,23939,260590,2248901
908,20200826,GU,,9,0,1120,35354
909,20200826,HI,,49,419,6984,183157
910,20200826,IA,,1067,0,58235,593808
911,20200826,ID,,326,1285,30475,244862
912,20200826,IL,,8163,0,227044,3832829
913,20200826,IN,,3259,10605,89359,1022537
914,20200826,KS,,437,2226,39937,395097
915,20200826,KY,,902,4446,45230,783389
916,20200826,LA,,4851,0,145661,1808868
917,20200826,MA,,8987,12299,126756,2194342
918,20200826,MD,,3717,14090,105486,1263171
919,20200826,ME,,132,412,4389,241996
920,20200826,MI,,6690,0,109480,2620352
921,20200826,MN,,1842,6274,71236,1079047
922,20200826,MO,,1449,0,78062,932140
923,20200826,MP,,2,4,54,12921
924,20200826,MS,,2373,5234,80110,551790
925,20200826,MT,,98,402,6785,238260
926,20200826,NC,,2606,0,158985,2121001
927,20200826,ND,,117,525,10457,429052
928,20200826,NE,,383,1946,32348,344760
929,20200826,NH,,430,713,7159,201835
930,20200826,NJ,,15917,22509,190306,2721584
931,20200826,NM,,750,3050,24535,728627
932,20200826,NV,,1250,0,66666,581155
933,20200826,NY,,25305,89995,431340,7821634
934,20200826,OH,,4044,13043,117584,2047906
935,20200826,OK,,763,4609,54838,837384
936,20200826,OR,,433,2063,25571,532738
937,20200826,PA,,7624,0,130536,1588178
938,20200826,PR,,404,0,30744,336716
939,20200826,RI,,1041,2478,21454,485026
940,20200826,SC,,2573,7598,114093,910079
941,20200826,SD,,162,981,11851,138045
942,20200826,TN,,1648,6603,147353,2102121
943,20200826,TX,,11805,0,592137,4764640
944,20200826,UT,,401,2996,50174,637329
945,20200826,VA,,2515,15852,115458,1507542
946,20200826,VI,,14,0,1030,14965
947,20200826,VT,,58,0,1577,122841
948,20200826,WA,,1876,6595,71705,1380104
949,20200826,WI,,1108,5651,77092,1215673
950,20200826,WV,,190,0,9540,409605
951,20200826,WY,,37,213,3684,70578
952,20200825,AK,,36,0,5666,333831
953,20200825,AL,,2037,13793,117242,927277
954,20200825,AR,,711,4013,57374,674184
955,20200825,AS,,0,0,0,1514
956,20200825,AZ,,4792,21365,199273,1162204
957,20200825,CA,,12257,0,673095,10762506
958,20200825,CO,,1824,6845,55341,947645
959,20200825,CT,,4463,11087,52040,1082706
960,20200825,DC,,604,0,13684,271622
961,20200825,DE,,603,0,16962,225328
962,20200825,FL,,10717,37477,605502,4466524
963,20200825,GA,,5262,23717,258354,2230850
964,20200825,GU,,7,0,984,34402
965,20200825,HI,,49,419,6984,180850
966,20200825,IA,,1052,0,57294,587743
967,20200825,ID,,314,1269,30070,240095
968,20200825,IL,,8126,0,224887,3782467
969,20200825,IN,,3241,10417,88421,1010981
970,20200825,KS,,426,2183,38401,386957
971,20200825,KY,,895,4446,44568,775468
972,20200825,LA,,4797,0,144116,1794062
973,20200825,MA,,8960,12279,126420,2157864
974,20200825,MD,,3707,14051,105046,1255565
975,20200825,ME,,131,410,4368,237374
976,20200825,MI,,6684,0,108637,2579175
977,20200825,MN,,1825,6238,70707,1072526
978,20200825,MO,,1440,0,76636,924078
979,20200825,MP,,2,4,54,12921
980,20200825,MS,,2315,5208,79206,547261
981,20200825,MT,,97,394,6624,236507
982,20200825,NC,,2570,0,157741,2102359
983,20200825,ND,,115,519,10223,424792
984,20200825,NE,,383,1930,32047,340481
985,20200825,NH,,429,713,7150,199871
986,20200825,NJ,,15907,22468,190021,2697895
987,20200825,NM,,747,3041,24469,723801
988,20200825,NV,,1230,0,66413,579282
989,20200825,NY,,25297,89995,430774,7750445
990,20200825,OH,,3996,12956,116495,2027874
991,20200825,OK,,744,4527,54172,830831
992,20200825,OR,,428,2038,25391,528009
993,20200825,PA,,7605,0,130035,1575205
994,20200825,PR,,395,0,30720,336692
995,20200825,RI,,1039,2474,21372,479383
996,20200825,SC,,2529,7598,113488,906107
997,20200825,SD,,161,974,11559,137733
998,20200825,TN,,1628,6515,145417,2074612
999,20200825,TX,,11576,0,586730,4724559
1000,20200825,UT,,397,2969,49767,630599
1001,20200825,VA,,2494,15755,114635,1499970
1002,20200825,VI,,12,0,998,14611
1003,20200825,VT,,58,0,1572,122078
1004,20200825,WA,,1867,6542,71681,1380050
1005,20200825,WI,,1102,5610,76306,1205277
1006,20200825,WV,,187,0,9395,403570
1007,20200825,WY,,37,213,3634,70528
1008,20200824,AK,,32,0,5628,330503
1009,20200824,AL,,2024,13793,116710,923319
1010,20200824,AR,,696,3962,56894,673704
1011,20200824,AS,,0,0,0,1514
1012,20200824,AZ,,4771,21219,198414,1157222
1013,20200824,CA,,12152,0,668615,10652487
1014,20200824,CO,,1815,6841,55143,938596
1015,20200824,CT,,4460,11087,52011,1077716
1016,20200824,DC,,604,0,13639,269401
1017,20200824,DE,,604,0,16942,223501
1018,20200824,FL,,10534,37032,602829,4447156
1019,20200824,GA,,5156,23425,256253,2205181
1020,20200824,GU,,7,0,907,33471
1021,20200824,HI,,47,396,6600,178824
1022,20200824,IA,,1044,0,56633,584098
1023,20200824,ID,,307,1256,29853,238585
1024,20200824,IL,,8097,0,223207,3741608
1025,20200824,IN,,3225,10343,87592,1002038
1026,20200824,KS,,426,2183,38401,386957
1027,20200824,KY,,885,4399,43899,767464
1028,20200824,LA,,4764,0,143566,1772481
1029,20200824,MA,,8948,12268,126022,2122991
1030,20200824,MD,,3694,14007,104669,1247593
1031,20200824,ME,,131,409,4356,234856
1032,20200824,MI,,6663,0,107686,2554894
1033,20200824,MN,,1817,6195,70298,1067810
1034,20200824,MO,,1426,0,75944,919712
1035,20200824,MP,,2,4,54,12921
1036,20200824,MS,,2248,5179,78405,542662
1037,20200824,MT,,91,383,6489,233673
1038,20200824,NC,,2535,0,156396,2087695
1039,20200824,ND,,112,505,9989,421705
1040,20200824,NE,,378,1910,31889,339600
1041,20200824,NH,,429,712,7134,198229
1042,20200824,NJ,,15903,22452,189719,2676812
1043,20200824,NM,,745,3031,24396,719300
1044,20200824,NV,,1200,0,66010,576677
1045,20200824,NY,,25295,89995,430145,7683190
1046,20200824,OH,,3986,12859,115651,2004200
1047,20200824,OK,,730,4431,53522,812857
1048,20200824,OR,,420,2028,25155,523337
1049,20200824,PA,,7579,0,129474,1562838
1050,20200824,PR,,390,0,30618,336590
1051,20200824,RI,,1035,2460,21302,473670
1052,20200824,SC,,2511,7439,112551,896477
1053,20200824,SD,,161,965,11425,137463
1054,20200824,TN,,1588,6421,144604,2059354
1055,20200824,TX,,11395,0,580384,4670875
1056,20200824,UT,,390,2941,49364,626354
1057,20200824,VA,,2471,15609,113630,1483980
1058,20200824,VI,,11,0,984,14442
1059,20200824,VT,,58,0,1566,121390
1060,20200824,WA,,1863,6530,71681,1380050
1061,20200824,WI,,1089,5573,75619,1195241
1062,20200824,WV,,179,0,9312,398654
1063,20200824,WY,,37,211,3603,66022
1064,20200823,AK,,32,0,5558,327440
1065,20200823,AL,,2013,13502,115060,921669
1066,20200823,AR,,687,3920,56574,665700
1067,20200823,AS,,0,0,0,1514
1068,20200823,AZ,,4771,21241,198103,1150869
1069,20200823,CA,,12134,0,663669,10541031
1070,20200823,CO,,1815,6831,54883,930152
1071,20200823,CT,,4460,11087,51519,1022370
1072,20200823,DC,,604,0,13590,266046
1073,20200823,DE,,600,0,16895,221845
1074,20200823,FL,,10462,36903,600571,4428633
1075,20200823,GA,,5132,23369,253949,2171884
1076,20200823,GU,,7,0,820,32591
1077,20200823,HI,,47,377,6356,176184
1078,20200823,IA,,1036,0,56275,581976
1079,20200823,ID,,306,1246,29662,237280
1080,20200823,IL,,8089,0,221595,3705453
1081,20200823,IN,,3220,10281,85932,977802
1082,20200823,KS,,419,2159,36856,366315
1083,20200823,KY,,881,4362,43529,749731
1084,20200823,LA,,4746,0,142943,1763838
1085,20200823,MA,,8921,12256,125360,2064529
1086,20200823,MD,,3691,13956,104102,1232896
1087,20200823,ME,,131,408,4335,231701
1088,20200823,MI,,6659,0,106808,2533472
1089,20200823,MN,,1813,6151,69584,1060320
1090,20200823,MO,,1426,0,75075,914833
1091,20200823,MP,,2,4,54,12921
1092,20200823,MS,,2240,5149,77894,534248
1093,20200823,MT,,90,379,6429,210749
1094,20200823,NC,,2531,0,155113,2078472
1095,20200823,ND,,112,501,9863,419309
1096,20200823,NE,,376,1907,31780,338361
1097,20200823,NH,,429,711,7107,196064
1098,20200823,NJ,,15900,22448,189494,2648998
1099,20200823,NM,,743,3030,24302,705162
1100,20200823,NV,,1197,0,65601,574229
1101,20200823,NY,,25288,89995,429737,7621159
1102,20200823,OH,,3978,12800,114802,1983889
1103,20200823,OK,,726,4422,53165,812500
1104,20200823,OR,,417,1984,24937,519820
1105,20200823,PA,,7578,0,129048,1553020
1106,20200823,PR,,390,0,29896,335868
1107,20200823,RI,,1035,2460,21263,470162
1108,20200823,SC,,2504,7439,111988,892336
1109,20200823,SD,,161,959,11276,136760
1110,20200823,TN,,1567,6378,143937,2045193
1111,20200823,TX,,11370,0,577537,4668028
1112,20200823,UT,,385,2926,49115,624836
1113,20200823,VA,,2467,15598,112966,1470887
1114,20200823,VI,,10,0,960,14318
1115,20200823,VT,,58,0,1557,120043
1116,20200823,WA,,1857,6500,71659,1379036
1117,20200823,WI,,1089,5558,75205,1190354
1118,20200823,WV,,178,0,9272,396193
1119,20200823,WY,,37,207,3579,64892
1120,20200822,AK,,31,0,5494,326287
1121,20200822,AL,,2011,13502,114532,916282
1122,20200822,AR,,674,3908,56199,659138
1123,20200822,AS,,0,0,0,1514
1124,20200822,AZ,,4756,21271,197895,1144134
1125,20200822,CA,,11988,0,656892,10436352
1126,20200822,CO,,1815,6808,54586,918926
1127,20200822,CT,,4460,11087,51519,1022370
1128,20200822,DC,,604,0,13534,262440
1129,20200822,DE,,600,0,16828,219876
1130,20200822,FL,,10411,36764,597597,4401847
1131,20200822,GA,,5092,23325,252222,2149170
1132,20200822,GU,,7,0,767,31516
1133,20200822,HI,,46,337,6072,173550
1134,20200822,IA,,1031,0,55735,578355
1135,20200822,ID,,304,1233,29369,235853
1136,20200822,IL,,8083,0,219702,3651102
1137,20200822,IN,,3218,10219,85317,969646
1138,20200822,KS,,419,2159,36856,366315
1139,20200822,KY,,864,4362,42265,748467
1140,20200822,LA,,4687,0,141720,1738807
1141,20200822,MA,,8921,12256,125360,2064529
1142,20200822,MD,,3685,13864,103523,1220441
1143,20200822,ME,,130,407,4317,227751
1144,20200822,MI,,6655,0,106044,2459039
1145,20200822,MN,,1807,6113,68867,1051256
1146,20200822,MO,,1425,0,74257,904694
1147,20200822,MP,,2,4,54,12921
1148,20200822,MS,,2237,5149,77268,533622
1149,20200822,MT,,90,378,6376,209716
1150,20200822,NC,,2521,0,153641,2052118
1151,20200822,ND,,112,499,9724,414907
1152,20200822,NE,,376,1891,31626,336582
1153,20200822,NH,,429,710,7092,194675
1154,20200822,NJ,,15897,22445,189236,2648740
1155,20200822,NM,,739,3018,24095,704955
1156,20200822,NV,,1197,0,65069,570126
1157,20200822,NY,,25282,89995,429165,7547116
1158,20200822,OH,,3975,12778,114165,1960628
1159,20200822,OK,,725,4368,52599,811934
1160,20200822,OR,,417,1984,24710,516464
1161,20200822,PA,,7576,0,128429,1540553
1162,20200822,PR,,381,0,29577,335549
1163,20200822,RI,,1035,2455,21175,464672
1164,20200822,SC,,2493,7439,111295,912132
1165,20200822,SD,,160,951,11135,135630
1166,20200822,TN,,1563,6328,142083,2007760
1167,20200822,TX,,11266,0,573139,4640860
1168,20200822,UT,,385,2899,48814,622363
1169,20200822,VA,,2443,15507,112072,1458475
1170,20200822,VI,,10,0,960,14318
1171,20200822,VT,,58,0,1553,118604
1172,20200822,WA,,1850,6469,71598,1376533
1173,20200822,WI,,1089,5545,74726,1185514
1174,20200822,WV,,176,0,9185,391858
1175,20200822,WY,,37,203,3543,64856
1176,20200821,AK,,30,0,5403,321535
1177,20200821,AL,,1990,13330,112770,897100
1178,20200821,AR,,663,3856,55652,658591
1179,20200821,AS,,0,0,0,1514
1180,20200821,AZ,,4688,21210,196899,1127988
1181,20200821,CA,,11821,0,650336,10329372
1182,20200821,CO,,1815,6797,54230,906693
1183,20200821,CT,,4460,11087,51519,1022370
1184,20200821,DC,,602,0,13469,259058
1185,20200821,DE,,600,0,16770,218008
1186,20200821,FL,,10304,36425,593286,4367212
1187,20200821,GA,,4998,23125,249630,2120102
1188,20200821,GU,,7,0,767,31516
1189,20200821,HI,,45,317,5844,168672
1190,20200821,IA,,1021,0,55006,573139
1191,20200821,ID,,298,1226,29120,233780
1192,20200821,IL,,8066,0,217346,3594336
1193,20200821,IN,,3208,10132,84317,958432
1194,20200821,KS,,419,2159,36856,366315
1195,20200821,KY,,864,4362,42265,748467
1196,20200821,LA,,4687,0,141720,1738807
1197,20200821,MA,,8901,12245,125216,2050871
1198,20200821,MD,,3674,13823,102899,1204267
1199,20200821,ME,,129,407,4285,223865
1200,20200821,MI,,6634,0,104618,2425702
1201,20200821,MN,,1799,6064,68133,1041537
1202,20200821,MO,,1419,0,72964,896106
1203,20200821,MP,,2,4,54,12921
1204,20200821,MS,,2214,5127,76323,529802
1205,20200821,MT,,89,363,6216,208627
1206,20200821,NC,,2494,0,151912,2030885
1207,20200821,ND,,112,491,9468,408284
1208,20200821,NE,,373,1877,31348,333767
1209,20200821,NH,,428,710,7050,189682
1210,20200821,NJ,,15895,22393,188817,2615692
1211,20200821,NM,,734,3009,23951,694824
1212,20200821,NV,,1185,0,64433,566311
1213,20200821,NY,,25278,89995,428512,7452267
1214,20200821,OH,,3955,12719,113046,1936895
1215,20200821,OK,,715,4316,51746,800902
1216,20200821,OR,,414,1984,24421,511321
1217,20200821,PA,,7558,0,127633,1527142
1218,20200821,PR,,374,0,28846,334818
1219,20200821,RI,,1030,2438,21022,454977
1220,20200821,SC,,2459,7439,110378,903181
1221,20200821,SD,,159,948,10884,133775
1222,20200821,TN,,1549,6255,140844,1981238
1223,20200821,TX,,11051,0,567580,4580026
1224,20200821,UT,,383,2870,48445,619397
1225,20200821,VA,,2436,15482,110860,1441961
1226,20200821,VI,,10,0,932,13827
1227,20200821,VT,,58,0,1541,116998
1228,20200821,WA,,1837,6400,71414,1369264
1229,20200821,WI,,1075,5505,73751,1176789
1230,20200821,WV,,170,0,9066,384319
1231,20200821,WY,,37,203,3524,64837
1232,20200820,AK,,29,0,5332,312647
1233,20200820,AL,,1974,13330,112449,896779
1234,20200820,AR,,641,3790,54765,648509
1235,20200820,AS,,0,0,0,1514
1236,20200820,AZ,,4684,21143,196280,1118443
1237,20200820,CA,,11686,0,644751,10227966
1238,20200820,CO,,1800,6784,53901,895207
1239,20200820,CT,,4458,11087,51432,1014840
1240,20200820,DC,,601,0,13409,253985
1241,20200820,DE,,595,0,16718,216956
1242,20200820,FL,,10186,36070,588602,4335752
1243,20200820,GA,,4904,22880,246741,2096835
1244,20200820,GU,,6,0,704,30692
1245,20200820,HI,,45,317,5844,168672
1246,20200820,IA,,1014,0,54015,568191
1247,20200820,ID,,291,1200,28696,231147
1248,20200820,IL,,8044,0,215053,3542515
1249,20200820,IN,,3191,10145,83277,945471
1250,20200820,KS,,411,2090,35890,359840
1251,20200820,KY,,856,4349,41626,739718
1252,20200820,LA,,4637,0,140821,1719034
1253,20200820,MA,,8888,12225,124728,2009062
1254,20200820,MD,,3669,13785,102229,1187676
1255,20200820,ME,,128,405,4253,220185
1256,20200820,MI,,6634,0,104618,2425702
